gene,logFC,logCPM,F,PValue,FDR,cell_type,scenario,omitted_donor,omitted_group,passes_primary_threshold
ATP6V0E2-AS1,-0.118359160794199,1.6629385963074,0.0821431286528201,0.780612149967258,0.865922641291994,CD4_NC,Full,,Full,FALSE
ATP6V0E2,0.471035657512395,5.99713275562539,3.22202696775325,0.104564085854305,0.241025845773271,CD4_NC,Full,,Full,FALSE
ACTR3C,0.401628821520808,1.17354324179573,1.17205622499198,0.305837438388274,0.481009609933705,CD4_NC,Full,,Full,FALSE
LRRC61,-0.880733859329474,2.95821186226161,11.8681523571596,0.00683299103428302,0.0481241741824869,CD4_NC,Full,,Full,TRUE
ZBED6CL,0.045281185136671,1.82735324026591,0.021845260216089,0.885614609539992,0.936438805104465,CD4_NC,Full,,Full,FALSE
REPIN1,-0.677919341179586,4.87291238925483,12.8923123120339,0.00537195048734993,0.0432391975889583,CD4_NC,Full,,Full,TRUE
ZNF775,-0.00636608094838689,1.27748857577614,0.000146614649467002,0.990590395444368,0.994763457280355,CD4_NC,Full,,Full,FALSE
AC073111.5,0.0174127903316273,4.74733237017267,0.0128880042710335,0.911984349366556,0.951779548207455,CD4_NC,Full,,Full,FALSE
GIMAP8,-0.871014227407258,6.02928299201251,45.268551438748,6.72606154396639e-05,0.00738930969969316,CD4_NC,Full,,Full,TRUE
GIMAP7,-0.884638906607773,10.1298215210234,15.9287626288606,0.0028457948417778,0.0316951206749418,CD4_NC,Full,,Full,TRUE
GIMAP4,-1.91582046223247,9.30381096693063,156.564466673122,3.32865105971143e-07,0.000841083549767883,CD4_NC,Full,,Full,TRUE
GIMAP6,-0.989085199878593,6.87670321002009,54.8546290753582,3.09344310187734e-05,0.00613252355007365,CD4_NC,Full,,Full,TRUE
GIMAP2,-0.443042787404829,7.20371873868627,7.37481213290971,0.0227447013729676,0.0941535246219111,CD4_NC,Full,,Full,FALSE
GIMAP1,-0.72181124558822,7.46458580410149,20.4287422299213,0.00127151073251126,0.0219290650909714,CD4_NC,Full,,Full,TRUE
GIMAP5,-1.13041142458901,4.84984589761664,14.1899360091645,0.00405200023326822,0.0378926505900153,CD4_NC,Full,,Full,TRUE
GIMAP3P,-1.37772927824701,1.75735037440528,2.64108269096683,0.137055132156886,0.285405396352414,CD4_NC,Full,,Full,FALSE
TMEM176B,1.90292479214807,3.78265050382289,5.83151577470229,0.0401396561172508,0.133334865559647,CD4_NC,Full,,Full,TRUE
TMEM176A,1.6200195475692,2.82020805820987,4.19696447329368,0.070527776430719,0.187510085737732,CD4_NC,Full,,Full,FALSE
KCNH2,-0.537586599214213,1.40553470462759,1.16556410607776,0.30690781999118,0.482212833947093,CD4_NC,Full,,Full,FALSE
NOS3,-0.0280709469154015,2.08588137793126,0.00451529465932662,0.947829833588352,0.971750557295727,CD4_NC,Full,,Full,FALSE
ATG9B,-0.427089592054937,4.08466269427712,4.63247013755297,0.0583399152589402,0.167004886134696,CD4_NC,Full,,Full,FALSE
ABCB8,-0.558535237205005,3.43543610462256,10.1129465649032,0.0105096830447631,0.0601900886616217,CD4_NC,Full,,Full,TRUE
ASIC3,1.1266083538166,0.389688261241537,3.83620826066818,0.0800114107746825,0.20184987294875,CD4_NC,Full,,Full,FALSE
CDK5,0.702666528886792,3.31072170531039,11.2103543142082,0.00796657747497519,0.052069187697277,CD4_NC,Full,,Full,TRUE
SLC4A2,-0.377979389862901,4.3725678433472,3.23121498567993,0.104143342330488,0.240275198503175,CD4_NC,Full,,Full,FALSE
FASTK,0.139014638508484,5.2153501272589,0.847773930928445,0.380037068329975,0.554724947343681,CD4_NC,Full,,Full,FALSE
TMUB1,-0.149084795223583,5.74142477249517,0.576704308855724,0.466086487884854,0.628579919720031,CD4_NC,Full,,Full,FALSE
AGAP3,0.496321381795615,2.06716781096244,2.36539004355974,0.156895629008189,0.309073114838818,CD4_NC,Full,,Full,FALSE
CHPF2,-1.38177202011176,4.0907141854738,35.3789537330099,0.000176791331944882,0.0101990031406011,CD4_NC,Full,,Full,TRUE
SMARCD3,0.321258978050836,2.80133774589101,1.2860437351309,0.284710048790146,0.459214446114478,CD4_NC,Full,,Full,FALSE
AC021097.1,-0.0943911905373161,2.13719691701356,0.0345402114410675,0.85650116729101,0.916672092670441,CD4_NC,Full,,Full,FALSE
NUB1,0.357383699274958,6.90686933412007,5.73450557513037,0.038951249833709,0.131268139799193,CD4_NC,Full,,Full,FALSE
WDR86,0.875634423769605,2.10883259565082,2.89752596707912,0.121351062414173,0.264860469475736,CD4_NC,Full,,Full,FALSE
WDR86-AS1,1.02091960806517,4.7439045473729,8.471304849762,0.016418466900766,0.0778644560151195,CD4_NC,Full,,Full,TRUE
RHEB,0.0573753454154776,5.35211283088579,0.108639876501612,0.748870877962386,0.844297827206115,CD4_NC,Full,,Full,FALSE
PRKAG2,-0.0577155249609994,4.94228651895539,0.141791718349654,0.714804264161504,0.820537622516485,CD4_NC,Full,,Full,FALSE
PRKAG2-AS1,0.236647089251617,3.80948947956434,1.17827723095437,0.3045695763127,0.479373617432995,CD4_NC,Full,,Full,FALSE
GALNT11,-0.177742571388605,4.63148900553328,0.619912693081217,0.450334416755339,0.615682828837458,CD4_NC,Full,,Full,FALSE
KMT2C,-0.240466856862131,7.28922065277943,2.00392160013139,0.188921758127465,0.349054912574202,CD4_NC,Full,,Full,FALSE
LINC01003,0.130483696699367,3.70991801707491,0.462837967454773,0.512592450120021,0.668139012276835,CD4_NC,Full,,Full,FALSE
ACTR3B,-0.520315403146576,2.57012873863914,2.67710394912453,0.13468326142162,0.282187118540754,CD4_NC,Full,,Full,FALSE
PAXIP1-AS2,-0.383637693448683,3.90761834985114,2.75114144893557,0.129891042561463,0.275754756443881,CD4_NC,Full,,Full,FALSE
PAXIP1,-0.337794546014035,3.08148310694325,1.93803630854959,0.19575797652606,0.357813407903681,CD4_NC,Full,,Full,FALSE
PAXIP1-AS1,0.0343553048811892,4.93444856485588,0.0507733587703005,0.826510243745938,0.898039323232943,CD4_NC,Full,,Full,FALSE
AC144652.1,1.14950623108224,0.91113132962642,5.44722423099444,0.0432463464051559,0.139880783533728,CD4_NC,Full,,Full,TRUE
INSIG1,0.319165400181635,4.46198824505532,3.68793782831875,0.0853872274596192,0.210933012722729,CD4_NC,Full,,Full,FALSE
AC009403.1,0.143658920984882,2.51667894258833,0.171353709513567,0.688155483178713,0.803155323277585,CD4_NC,Full,,Full,FALSE
RBM33,0.172489951971973,6.35052561669156,0.704233874361675,0.422038856849499,0.591478549118056,CD4_NC,Full,,Full,FALSE
LINC01006,0.929949096196543,1.92324337549816,7.46734569702169,0.0221880896107389,0.0930074068155526,CD4_NC,Full,,Full,TRUE
LMBR1,-0.350950796296838,3.83460273455952,3.60357995122804,0.0885200584203301,0.21512314416401,CD4_NC,Full,,Full,FALSE
NOM1,-0.221333921857888,4.30926997255552,1.363682744294,0.271460648903159,0.445406991979547,CD4_NC,Full,,Full,FALSE
UBE3C,-0.509127832051015,4.74738469840918,2.80893094821463,0.12638015847761,0.271251440356149,CD4_NC,Full,,Full,FALSE
DNAJB6,-0.165245804842635,5.469165728439,1.44747766294438,0.258143180905989,0.430277787041142,CD4_NC,Full,,Full,FALSE
PTPRN2,0.135055217130901,3.14367712990364,0.317715960622778,0.586093621627539,0.725738196181743,CD4_NC,Full,,Full,FALSE
NCAPG2,0.325745593937248,2.95170456317023,0.829287952893111,0.385096319096893,0.559102148410727,CD4_NC,Full,,Full,FALSE
ESYT2,-0.50166817939608,6.58424684015585,7.81210486809759,0.0199144591125032,0.0872699536688744,CD4_NC,Full,,Full,TRUE
WDR60,0.449292650423163,4.46306451288541,2.06723470286839,0.182703434768765,0.341764168621347,CD4_NC,Full,,Full,FALSE
PLCXD1,-0.465175744439868,3.26090809037585,1.64604107941876,0.230047559672431,0.398303531437781,CD4_NC,Full,,Full,FALSE
GTPBP6,-0.384444423715181,5.1851637833263,2.80924335014091,0.126358827206006,0.271251440356149,CD4_NC,Full,,Full,FALSE
PPP2R3B,-0.182308367153071,3.1012910875079,0.476915463917073,0.506417486796489,0.663131143762061,CD4_NC,Full,,Full,FALSE
CSF2RA,0.740647930980083,1.61581900612314,2.60234109523009,0.139658362890988,0.288581982495484,CD4_NC,Full,,Full,FALSE
SLC25A6,-0.137878612744186,9.40985768717444,0.796208329469791,0.394332772534557,0.568366034878457,CD4_NC,Full,,Full,FALSE
ASMTL,0.174704289883634,3.88190380657412,0.496769136022396,0.497892625222527,0.65572557354961,CD4_NC,Full,,Full,FALSE
P2RY8,-0.303282002097336,6.49114728765724,2.59254386886535,0.140144918944299,0.288936703906279,CD4_NC,Full,,Full,FALSE
AKAP17A,-0.462411381005023,6.66165355527008,4.96319951096193,0.0514576432147546,0.15508489131088,CD4_NC,Full,,Full,FALSE
DHRSX,0.452976283518611,3.5765942607078,2.6908678342962,0.133674680353305,0.281052739488044,CD4_NC,Full,,Full,FALSE
ZBED1,-0.822538644206223,4.07654439025317,23.6294631068372,0.000773370061529509,0.0179862325227043,CD4_NC,Full,,Full,TRUE
CD99P1,0.468349436468275,3.64535746693151,5.39242194836508,0.0439817307489307,0.141082978992445,CD4_NC,Full,,Full,FALSE
CD99,0.626416776763336,8.24715861723387,9.6102401466667,0.011978645277664,0.0647297709315682,CD4_NC,Full,,Full,TRUE
ARSD,0.455745142667803,2.23620219609549,1.82539809587656,0.208169946219366,0.372614540626293,CD4_NC,Full,,Full,FALSE
PRKX,-0.0365984267063429,5.59142215048849,0.0288359628860573,0.868730229805068,0.925424765881723,CD4_NC,Full,,Full,FALSE
BX890604.1,0.193740965358911,3.96495392844073,0.612242242331126,0.453067310227727,0.617614630709657,CD4_NC,Full,,Full,FALSE
PUDP,-0.336382625077714,3.3483082603213,1.12895902974605,0.314366294297751,0.489608451942528,CD4_NC,Full,,Full,FALSE
PNPLA4,0.653609916862241,3.12310370424154,5.68220229094429,0.0396915474080853,0.132521937091372,CD4_NC,Full,,Full,TRUE
TBL1X,-0.183667822906845,5.13961397628772,0.707405044224193,0.421033406830965,0.590906027760765,CD4_NC,Full,,Full,FALSE
WWC3,-0.251547145586607,3.64784823654285,1.5333165745266,0.245445661028457,0.415873777022829,CD4_NC,Full,,Full,FALSE
HCCS,-0.15873989192187,3.64853255554517,0.666259512619535,0.434417954445282,0.602992357334837,CD4_NC,Full,,Full,FALSE
MSL3,0.110090630842466,6.60177072199169,0.644553462525817,0.44174553756089,0.608417433941381,CD4_NC,Full,,Full,FALSE
PRPS2,-0.586965949645064,4.67406338118749,11.6955855012221,0.00708290765042716,0.049140832100767,CD4_NC,Full,,Full,TRUE
TLR8,0.544784406877012,1.69634609657914,1.90654716426339,0.199222322068236,0.362050462745986,CD4_NC,Full,,Full,FALSE
TMSB4X,0.583229382402159,13.0667231287157,11.4785810189137,0.00745855546871464,0.050229951914574,CD4_NC,Full,,Full,TRUE
GPX1P1,0.659146658134136,0.948298991528509,0.738661348546697,0.411347484043017,0.582548033731544,CD4_NC,Full,,Full,FALSE
TCEANC,-0.0267239037436321,3.73080024014119,0.0233547163542871,0.881746026814312,0.933935219883637,CD4_NC,Full,,Full,FALSE
RAB9A,0.363948417592438,4.68044910175002,5.10066738916562,0.0489017786012309,0.150556603650801,CD4_NC,Full,,Full,FALSE
TRAPPC2,0.314525849342886,4.67375402447274,3.12612402972788,0.109173827504409,0.247231069491074,CD4_NC,Full,,Full,FALSE
OFD1,0.516775299508885,6.53767217788823,5.71496784147919,0.0392182514677087,0.131633477174842,CD4_NC,Full,,Full,TRUE
GEMIN8,0.145867070740751,3.63988932286291,0.40800049867932,0.538130887686403,0.687923265711831,CD4_NC,Full,,Full,FALSE
FANCB,0.676822586798449,2.05006692144347,7.27530150386196,0.0235364173177242,0.0962638706351983,CD4_NC,Full,,Full,TRUE
MOSPD2,0.0228603656755222,3.99511522772189,0.00498985917365837,0.94515465019012,0.970714767356056,CD4_NC,Full,,Full,FALSE
PIGA,0.342675740845962,3.49555364710294,2.87651581839703,0.122451014836445,0.266318836537036,CD4_NC,Full,,Full,FALSE
CA5BP1,0.873369314381286,2.73981467201241,10.0621765865007,0.0106503610297943,0.0606384232764407,CD4_NC,Full,,Full,TRUE
CA5B,0.142492442263483,5.8872574297884,0.502379544649933,0.495530689080648,0.653705202656877,CD4_NC,Full,,Full,FALSE
ZRSR2,0.393644857726482,5.86509710978843,1.84528885925477,0.205802826199076,0.37018166765914,CD4_NC,Full,,Full,FALSE
AP1S2,0.580422766253898,6.26043448165911,10.6121640105995,0.00923473495233133,0.0563323621515517,CD4_NC,Full,,Full,TRUE
CTPS2,-0.78302244880009,1.83589192487207,7.24949331394163,0.023680506039009,0.0965966363990187,CD4_NC,Full,,Full,TRUE
SYAP1,0.103353312400756,5.72527582626094,0.261937928751615,0.620510936969961,0.754962940839608,CD4_NC,Full,,Full,FALSE
TXLNG,-0.117717083402617,4.95798174672931,0.461010269730321,0.513401176029951,0.668553953613935,CD4_NC,Full,,Full,FALSE
RBBP7,0.250720642024215,6.03394284986825,4.07963972768537,0.0725783516720744,0.190968168297179,CD4_NC,Full,,Full,FALSE
SCML1,-0.583905803767934,3.9044650512674,4.62335908857486,0.0585503059978545,0.167207180374524,CD4_NC,Full,,Full,FALSE
CDKL5,0.149086893627973,1.43138431800047,0.167801521616429,0.69121862707324,0.805316869646193,CD4_NC,Full,,Full,FALSE
PHKA2,-0.221155639231592,3.92534483548096,1.0848110824265,0.323488660353471,0.498942688788849,CD4_NC,Full,,Full,FALSE
PDHA1,0.175579922900368,5.18857967777661,0.912174633102092,0.363278159746212,0.538060524060215,CD4_NC,Full,,Full,FALSE
SH3KBP1,0.46948623590157,7.71006027644641,2.17420970461,0.172785386389687,0.3293278745308,CD4_NC,Full,,Full,FALSE
BCLAF3,-0.117032268483461,3.71044057704126,0.113428274565635,0.743620864115045,0.841008503914554,CD4_NC,Full,,Full,FALSE
EIF1AX,0.327412777681863,6.18785677977183,1.27579815153376,0.286474259728054,0.460941899822242,CD4_NC,Full,,Full,FALSE
RPS6KA3,-0.161753467327386,6.37659800790002,0.395959198401459,0.544060359559817,0.691932613517086,CD4_NC,Full,,Full,FALSE
CNKSR2,-0.126497043922262,2.78531216935283,0.252665525246956,0.626711935278042,0.759508737678924,CD4_NC,Full,,Full,FALSE
MBTPS2,-0.250205984289133,1.9890804879948,0.749044992264448,0.408275628317251,0.580481013747485,CD4_NC,Full,,Full,FALSE
SMS,-0.058175797139177,4.6925771402059,0.0866584038227009,0.77481981965776,0.861941850977912,CD4_NC,Full,,Full,FALSE
PRDX4,0.207256555385703,4.87903952906811,1.33555532191836,0.276140171632556,0.450045785398054,CD4_NC,Full,,Full,FALSE
ACOT9,0.492958584516637,4.30449130989053,10.7717909542235,0.00887359062391975,0.055326388595947,CD4_NC,Full,,Full,FALSE
SAT1,1.71769641858031,8.16223160698979,66.5712915466121,1.38549612155071e-05,0.00520821650785233,CD4_NC,Full,,Full,TRUE
APOO,0.38674516836763,3.69393904950714,3.37773280952755,0.097610168467943,0.229690234387035,CD4_NC,Full,,Full,FALSE
RPL9P7,4.76665846344448,4.84289274380506,12.208989458452,0.00963252878096714,0.0574586254101694,CD4_NC,Full,,Full,TRUE
KLHL15,0.265011304097432,2.87686324627593,1.15062933404472,0.31002635426221,0.485462046554978,CD4_NC,Full,,Full,FALSE
EIF2S3,0.076485731646813,6.39054508356516,0.140135585162565,0.716389986410652,0.821589584290533,CD4_NC,Full,,Full,FALSE
ZFX,-0.437525075961418,5.56037343623202,4.69037069279655,0.0570486053694047,0.164969576616402,CD4_NC,Full,,Full,FALSE
PDK3,-0.196321304481325,4.1404354849408,1.31178259992378,0.280193838042141,0.454833476785867,CD4_NC,Full,,Full,FALSE
AC004656.1,-0.691712485430654,2.99441842509067,8.05356280002409,0.0185877097403638,0.0839603592634093,CD4_NC,Full,,Full,TRUE
POLA1,-0.0474038934842802,2.75169253324457,0.0499611315589929,0.827889140968538,0.899050318634735,CD4_NC,Full,,Full,FALSE
EEF1B2P3,0.822601542301065,4.10228636761215,18.7181933923761,0.00170022691066015,0.0246055747872627,CD4_NC,Full,,Full,TRUE
CXorf21,-0.580549733373595,2.12860182077874,2.24352751888561,0.166903187466785,0.322079558646001,CD4_NC,Full,,Full,FALSE
GK,0.516993777338019,2.31317873276702,2.93217036130256,0.119406750472946,0.262255911343907,CD4_NC,Full,,Full,FALSE
TAB3,-0.50574241118095,4.41338137162785,6.42098949795019,0.0308510954725376,0.114102090222494,CD4_NC,Full,,Full,TRUE
CYBB,1.17023763481432,5.19890940549638,21.7909054189157,0.00102175949574388,0.0202817491649932,CD4_NC,Full,,Full,TRUE
DYNLT3,0.610736182076879,5.6901818803842,7.16559639030104,0.0242735170635984,0.0981035235385485,CD4_NC,Full,,Full,TRUE
RPGR,0.010370960781761,3.38562165781585,0.00209008993575519,0.964485617507813,0.980259738865821,CD4_NC,Full,,Full,FALSE
MID1IP1,-0.696604313166403,4.99610953869537,10.5723501250034,0.0093296862764935,0.056626633672357,CD4_NC,Full,,Full,TRUE
LINC01281,2.3694225889093,1.39067925509544,20.4801060267737,0.00128532013692037,0.0220037054334037,CD4_NC,Full,,Full,TRUE
GAPDHP1,0.346507835060515,1.10431807525142,0.590704501868234,0.460897260515887,0.624782831476149,CD4_NC,Full,,Full,FALSE
BCOR,-0.964031180341559,4.86225054939578,6.07882973294631,0.0350958540008942,0.122962013157875,CD4_NC,Full,,Full,TRUE
ATP6AP2,0.390872564350311,6.6925713187998,5.91634512231776,0.0365710758998865,0.126301735270094,CD4_NC,Full,,Full,FALSE
CXorf38,-0.106980976561526,5.68355093335854,0.347848399765415,0.569134496703271,0.71270147996324,CD4_NC,Full,,Full,FALSE
MED14,-0.875377318201139,4.35066763561332,11.472625910013,0.00747337659434772,0.0502520258718225,CD4_NC,Full,,Full,TRUE
MED14OS,2.25248181019062,1.60559716305861,20.3486164319772,0.0013058759145472,0.0220449050996511,CD4_NC,Full,,Full,TRUE
RPS2P55,-0.505308873015227,1.48871114944307,2.64162804030448,0.136798589837237,0.285059110012148,CD4_NC,Full,,Full,FALSE
USP9X,-0.504905634524294,5.62105414753257,4.56697174913507,0.0598241895328844,0.169618224990678,CD4_NC,Full,,Full,FALSE
DDX3X,-0.211431820003306,7.92213498376292,1.76727025166834,0.214847903391258,0.380006777466772,CD4_NC,Full,,Full,FALSE
CASK,0.423070143012767,4.07303456236248,0.81235946664602,0.390347384318063,0.564197329078413,CD4_NC,Full,,Full,FALSE
EFHC2,0.535606360716448,1.80260333662861,1.81772081011488,0.209097448093004,0.37360163473441,CD4_NC,Full,,Full,FALSE
FUNDC1,0.489606535032937,4.1362931791723,5.06919656154793,0.049475826521866,0.151423835338482,CD4_NC,Full,,Full,FALSE
KDM6A,-0.409891803864961,4.84577905616705,2.45896896756252,0.149625483595623,0.30111069479855,CD4_NC,Full,,Full,FALSE
KRBOX4,0.0996248563354943,4.15655791691561,0.302879792735637,0.59482484288082,0.732957872325786,CD4_NC,Full,,Full,FALSE
ZNF674,-0.477539823755945,1.70617754835577,1.77531182382067,0.21397420287131,0.379360270367599,CD4_NC,Full,,Full,FALSE
ZNF674-AS1,0.6710537297421,2.3880066675385,8.63834100679994,0.0156959001368157,0.0755148523718695,CD4_NC,Full,,Full,TRUE
CHST7,-0.479549820297519,3.34128212547819,2.44517676301672,0.15069053766455,0.302386317162314,CD4_NC,Full,,Full,FALSE
SLC9A7,0.199713296600542,1.7111747311312,0.205555440336176,0.660536558855056,0.783864042576214,CD4_NC,Full,,Full,FALSE
RP2,0.0968779604333664,2.97371783931841,0.0817411806077079,0.781115505253161,0.86605997414055,CD4_NC,Full,,Full,FALSE
NDUFB11,0.846796040851631,7.96701621348776,25.8000581349,0.000566095194559403,0.0155129209939555,CD4_NC,Full,,Full,TRUE
RBM10,-0.324260596237768,4.85228884591998,2.4067977299437,0.153551870787979,0.305213314551162,CD4_NC,Full,,Full,FALSE
UBA1,-0.813670425305741,5.78737409103186,35.4447181015809,0.0001748860937042,0.0101353711369673,CD4_NC,Full,,Full,TRUE
CDK16,-0.45012293429294,4.58905621720648,6.20222233821195,0.0331853361523343,0.118517594582941,CD4_NC,Full,,Full,FALSE
USP11,-0.450372633519798,5.08602634025088,3.44545160192056,0.0947546183567547,0.225151372638563,CD4_NC,Full,,Full,FALSE
ZNF41,-0.6334469085227,3.05935281207574,6.52238754292442,0.02988735966861,0.112246403701908,CD4_NC,Full,,Full,TRUE
LINC01560,-0.33929704919932,1.12813647086159,0.421976627099938,0.531223540330289,0.681889375484854,CD4_NC,Full,,Full,FALSE
ARAF,-0.494491253698264,5.56713056229127,15.0257207904758,0.00340727608275221,0.0344104924296494,CD4_NC,Full,,Full,FALSE
TIMP1,0.671878224471205,7.18372583121838,13.7701263015083,0.00442913683380613,0.0395740556989439,CD4_NC,Full,,Full,TRUE
CFP,0.725034843081936,5.02675088026583,4.48980630854998,0.0616458743604669,0.172722041085177,CD4_NC,Full,,Full,FALSE
ELK1,-0.355756162055781,4.01305122008397,2.89484214196833,0.121404688533047,0.264860469475736,CD4_NC,Full,,Full,FALSE
UXT,0.776020041649841,7.94451663278855,18.2204054103797,0.00185560127691616,0.0258760116253408,CD4_NC,Full,,Full,TRUE
ZNF81,0.056061117478739,2.53872065185595,0.0361480622589378,0.853234761932844,0.91516834894809,CD4_NC,Full,,Full,FALSE
ZNF182,-0.702474280831198,3.74730780492821,7.54910346710507,0.0215771773624504,0.091509251022893,CD4_NC,Full,,Full,TRUE
ZNF630,-0.170105201358369,0.661693005500348,0.139398095284704,0.716797202604465,0.82187702517533,CD4_NC,Full,,Full,FALSE
SLC38A5,0.148873925549683,3.25341903205458,0.230393032722827,0.642133243567024,0.770437929651071,CD4_NC,Full,,Full,FALSE
FTSJ1,0.385613856012528,5.06004843509575,6.94086863412515,0.0260589638520557,0.102475365058459,CD4_NC,Full,,Full,FALSE
PORCN,0.50130470546777,3.20066404868201,3.59505567440397,0.0888511524776596,0.215618767567197,CD4_NC,Full,,Full,FALSE
EBP,0.361002552776238,4.95842035465435,5.81500306233733,0.0378766342141116,0.129263478298511,CD4_NC,Full,,Full,FALSE
TBC1D25,-0.311662480780216,3.90397335142832,3.32876403443,0.0997377605671284,0.233004228366328,CD4_NC,Full,,Full,FALSE
RBM3,0.763532492878725,8.09107799609101,29.9645334542183,0.000328708459410637,0.0128972132801056,CD4_NC,Full,,Full,TRUE
AC115618.3,0.543994462215352,1.6793865130984,3.03093228606615,0.114176474729966,0.254544835316463,CD4_NC,Full,,Full,FALSE
WDR13,-0.100093379389442,4.43477568310648,0.24979568374289,0.628625752671528,0.761170956416722,CD4_NC,Full,,Full,FALSE
WAS,-0.162401961485387,7.1837573422654,1.97345868226101,0.192016251259694,0.352658709324819,CD4_NC,Full,,Full,FALSE
SUV39H1,-1.23774507245973,2.94883013185447,27.0204216389828,0.00048671195111207,0.0147460882262587,CD4_NC,Full,,Full,TRUE
HDAC6,-0.392486341468327,4.06240745370906,4.40094289464906,0.0638394459358581,0.176410227461424,CD4_NC,Full,,Full,FALSE
PCSK1N,0.679677450957088,3.46572172712951,3.04842141302724,0.113108368353528,0.253049500038125,CD4_NC,Full,,Full,FALSE
TIMM17B,0.533094187857916,6.0604095613169,15.0994348875205,0.00335643781204405,0.0341618902325697,CD4_NC,Full,,Full,TRUE
PQBP1,0.546238012694991,5.99118112150714,9.93621878117527,0.0109885905688035,0.061949956825642,CD4_NC,Full,,Full,TRUE
SLC35A2,0.0779232352229431,3.21256430865036,0.0781379789886889,0.785851504049248,0.869418852214035,CD4_NC,Full,,Full,FALSE
PIM2,-0.349240506376913,7.18973355097829,2.349184028802,0.158040901752081,0.310478736236323,CD4_NC,Full,,Full,FALSE
OTUD5,-0.830442349557204,6.50947129130704,4.27942924692347,0.0681753272368049,0.183596876614965,CD4_NC,Full,,Full,FALSE
GRIPAP1,0.556522457628892,5.25194938957071,17.7766911950803,0.00200999641520763,0.0270997578112032,CD4_NC,Full,,Full,TRUE
TFE3,-0.13169112797183,3.73486174550934,0.389500691756947,0.547304990138231,0.694033046813853,CD4_NC,Full,,Full,FALSE
CCDC120,-1.30042203481173,1.73869320093021,9.59887505157815,0.0118472081677746,0.0644269280966768,CD4_NC,Full,,Full,TRUE
PRAF2,0.558749504932021,5.63557681914404,4.1377840493126,0.0708889612186491,0.18815360000765,CD4_NC,Full,,Full,FALSE
WDR45,0.232381350193717,5.35994497926256,2.45972386494642,0.149566535103776,0.301087253744599,CD4_NC,Full,,Full,FALSE
GPKOW,-0.575430869772917,4.62268785294946,10.0973536264992,0.0105384428811805,0.0602478455844571,CD4_NC,Full,,Full,TRUE
PLP2,0.452030759103071,8.06369181014371,7.89385354938844,0.019433839020378,0.0860894537810152,CD4_NC,Full,,Full,FALSE
PRICKLE3,-1.11238594045832,2.22279768108326,10.7173370508692,0.00903977609850334,0.0557212425251541,CD4_NC,Full,,Full,TRUE
CCDC22,-0.14089023218107,4.16319163978609,0.5495966836175,0.476465344903319,0.636731877248628,CD4_NC,Full,,Full,FALSE
FOXP3,0.664470701289171,3.79528494614249,6.29474282886497,0.0321744663768812,0.116406703380732,CD4_NC,Full,,Full,TRUE
PPP1R3F,-0.700424269533546,3.87447167321506,5.73676021366252,0.0389375967834869,0.131268139799193,CD4_NC,Full,,Full,TRUE
USP27X,1.27877833281187,2.90781685278927,7.42814366156258,0.0223907305341467,0.0935497548520191,CD4_NC,Full,,Full,TRUE
AC233976.1,0.461930883174551,0.676583170433324,1.17809704451978,0.304300241188622,0.479128769588367,CD4_NC,Full,,Full,FALSE
GSPT2,-0.0119962709130799,3.73869882828715,0.00280492299649887,0.958863335108517,0.977834814323278,CD4_NC,Full,,Full,FALSE
MAGED1,-0.535668896392191,4.726465969317,10.9242841911884,0.00854285580272775,0.054274836120255,CD4_NC,Full,,Full,TRUE
TSPYL2,0.52514798547604,6.31871032910699,3.42574820104947,0.0955688173175058,0.226469461108104,CD4_NC,Full,,Full,FALSE
KANTR,-0.288988731129979,3.08157654571864,0.66263149118206,0.435653913031923,0.603917292509588,CD4_NC,Full,,Full,FALSE
KDM5C,-0.579593716785473,5.68380549178381,9.66196494085495,0.0118153080767689,0.0643980164977989,CD4_NC,Full,,Full,TRUE
IQSEC2,1.70079631957732,0.621070934997513,13.1973783878777,0.0050694962188259,0.0420262567117102,CD4_NC,Full,,Full,TRUE
SMC1A,-0.809261108156698,6.34613753001183,21.8065746215791,0.00101920895468373,0.0202817491649932,CD4_NC,Full,,Full,TRUE
HSD17B10,0.451696237592008,5.49149820905493,6.89570292947952,0.0264361300282571,0.103499865750543,CD4_NC,Full,,Full,FALSE
HUWE1,-0.904056972799951,6.94099626698839,37.051617143429,0.000147500438582126,0.00941171990427563,CD4_NC,Full,,Full,TRUE
PHF8,-0.250356769859886,4.2434666143276,1.80678256250569,0.210209877645424,0.375111807086481,CD4_NC,Full,,Full,FALSE
FAM120C,0.799491104472153,3.23792627648246,4.65722954108036,0.0577942707239141,0.1661401422634,CD4_NC,Full,,Full,FALSE
TSR2,0.191655819355044,5.88544480639887,1.28817606749602,0.284289153384781,0.458769851049089,CD4_NC,Full,,Full,FALSE
GNL3L,-0.173198779589185,4.4947030273996,0.913032038175496,0.363065402252001,0.537808452579644,CD4_NC,Full,,Full,FALSE
MAGED2,0.0344751016216909,5.64603983431752,0.0443460173727873,0.837672100832418,0.904852583016307,CD4_NC,Full,,Full,FALSE
APEX2,-0.759911592943635,3.81046345652801,22.4325616690995,0.000926829981120126,0.0195669997376861,CD4_NC,Full,,Full,TRUE
FAM104B,0.820954586064007,4.00881090211188,7.01098655846687,0.0254883802817773,0.101279481461908,CD4_NC,Full,,Full,TRUE
